file,is_test,severity,confidence,pattern,title,location,what_was_found
src\main\java\org\json\XML.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,line 415,"Loop at line 415 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\main\java\org\json\XML.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,line 790,"Loop at line 790 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\main\java\org\json\XML.java,False,Medium,High,repeated-work,Repeated setup or parsing inside loop,line 966,"Loop at line 966 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\main\java\org\json\XML.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 227,Loop at line 227 builds strings through repeated concatenation.
src\main\java\org\json\XML.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 340,Loop at line 340 builds strings through repeated concatenation.
src\main\java\org\json\XML.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 415,Loop at line 415 builds strings through repeated concatenation.
src\main\java\org\json\XMLTokener.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,line 106,"Loop at line 106 serializes, materializes, or expands payload-like objects during iteration."
src\main\java\org\json\XMLTokener.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,line 366,"Loop at line 366 serializes, materializes, or expands payload-like objects during iteration."
src\main\java\org\json\XMLTokener.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,line 385,"Loop at line 385 serializes, materializes, or expands payload-like objects during iteration."
src\main\java\org\json\XMLTokener.java,False,Medium,Medium,data-movement-bloat,Payload construction inside loop,line 69,"Loop at line 69 serializes, materializes, or expands payload-like objects during iteration."
src\main\java\org\json\XMLTokener.java,False,Low,Medium,allocation-pressure,String concatenation in loop,line 137,Loop at line 137 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONArrayTest.java,True,Medium,Medium,algorithmic-waste,List membership checks inside loop,jsonArrayToStringIndent (line 993),Loop at line 993 performs `.contains(...)` checks that may scan collections repeatedly.
src\test\java\org\json\junit\JSONArrayTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,jsonArrayToStringIndent (line 1000),Loop at line 1000 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONArrayTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,jsonArrayToStringIndent (line 993),Loop at line 993 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONArrayTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testJSONArrayConstructor (line 1372),Loop at line 1372 is nested at depth 5 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONArrayTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,testJSONArrayPutAll (line 1392),Loop at line 1392 is nested at depth 5 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONArrayTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,verifyPutAll (line 281),Loop at line 281 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONArrayTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,testJSONArrayConstructor (line 1372),Loop at line 1372 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONArrayTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,testJSONArrayPutAll (line 1392),Loop at line 1392 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,issue654StackOverflowInput (line 3871),"Loop at line 3871 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,issue654StackOverflowInput (line 3881),"Loop at line 3881 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,jsonObjectParseControlCharacterNewLineAssertExceptionMessage (line 2293),"Loop at line 2293 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,jsonObjectParseControlCharacters (line 2262),"Loop at line 2262 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,issue654StackOverflowInput (line 3871),"Loop at line 3871 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,issue654StackOverflowInput (line 3881),"Loop at line 3881 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,jsonObjectParseControlCharacterNewLineAssertExceptionMessage (line 2293),"Loop at line 2293 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,jsonObjectParseControlCharacters (line 2262),"Loop at line 2262 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,issue654StackOverflowInput (line 3871),"Loop at line 3871 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,issue654StackOverflowInput (line 3881),"Loop at line 3881 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,jsonObjectParseControlCharacterNewLineAssertExceptionMessage (line 2293),"Loop at line 2293 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONObjectTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,jsonObjectParseControlCharacters (line 2262),"Loop at line 2262 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONObjectTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,jsonObjectDoubleToString (line 917),Loop at line 917 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONObjectTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,jsonObjectParseControlCharacterNewLineAssertExceptionMessage (line 2293),Loop at line 2293 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONObjectTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,jsonObjectParseControlCharacters (line 2262),Loop at line 2262 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,givenInvalidInputArrays_testStrictModeFalse_shouldNotThrowAnyException (line 287),"Loop at line 287 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,givenInvalidInputObjects_testStrictModeFalse_shouldNotThrowAnyException (line 306),"Loop at line 306 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,givenInvalidInputObjects_testStrictModeTrue_shouldThrowJsonException (line 110),"Loop at line 110 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,allocation-pressure,Allocation-heavy loop body,givenInvalidInput_testStrictModeTrue_shouldThrowJsonException (line 91),"Loop at line 91 allocates new collections, builders, or mapping helpers during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,givenInvalidInputArrays_testStrictModeFalse_shouldNotThrowAnyException (line 287),Loop at line 287 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,givenInvalidInputObjects_testStrictModeFalse_shouldNotThrowAnyException (line 306),Loop at line 306 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,givenInvalidInputObjects_testStrictModeTrue_shouldThrowJsonException (line 110),Loop at line 110 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,givenInvalidInput_testStrictModeTrue_shouldThrowJsonException (line 91),Loop at line 91 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,givenInvalidInputArrays_testStrictModeFalse_shouldNotThrowAnyException (line 287),"Loop at line 287 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,givenInvalidInputObjects_testStrictModeFalse_shouldNotThrowAnyException (line 306),"Loop at line 306 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,givenInvalidInputObjects_testStrictModeTrue_shouldThrowJsonException (line 110),"Loop at line 110 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,givenInvalidInput_testStrictModeTrue_shouldThrowJsonException (line 91),"Loop at line 91 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,givenInvalidInputArrays_testStrictModeFalse_shouldNotThrowAnyException (line 287),"Loop at line 287 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,givenInvalidInputObjects_testStrictModeFalse_shouldNotThrowAnyException (line 306),"Loop at line 306 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,givenInvalidInputObjects_testStrictModeTrue_shouldThrowJsonException (line 110),"Loop at line 110 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Medium,High,repeated-work,Repeated setup or parsing inside loop,givenInvalidInput_testStrictModeTrue_shouldThrowJsonException (line 91),"Loop at line 91 recreates parsers, formatters, mappers, regexes, or other setup-heavy objects."
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,givenInvalidInputArrays_testStrictModeFalse_shouldNotThrowAnyException (line 287),Loop at line 287 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,givenInvalidInputObjects_testStrictModeFalse_shouldNotThrowAnyException (line 306),Loop at line 306 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,givenInvalidInputObjects_testStrictModeTrue_shouldThrowJsonException (line 110),Loop at line 110 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONParserConfigurationTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,givenInvalidInput_testStrictModeTrue_shouldThrowJsonException (line 91),Loop at line 91 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONTokenerTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,testNextBackComboWithNewLines (line 291),"Loop at line 291 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONTokenerTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,testNextBackComboWithNewLines (line 298),"Loop at line 298 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONTokenerTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,testNextBackComboWithNewLines (line 309),"Loop at line 309 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONTokenerTest.java,True,Medium,Medium,data-movement-bloat,Payload construction inside loop,testNextBackComboWithNewLines (line 314),"Loop at line 314 serializes, materializes, or expands payload-like objects during iteration."
src\test\java\org\json\junit\JSONTokenerTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,testNextBackComboWithNewLines (line 291),Loop at line 291 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONTokenerTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,testNextBackComboWithNewLines (line 298),Loop at line 298 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONTokenerTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,testNextBackComboWithNewLines (line 309),Loop at line 309 builds strings through repeated concatenation.
src\test\java\org\json\junit\JSONTokenerTest.java,True,Low,Medium,allocation-pressure,String concatenation in loop,testNextBackComboWithNewLines (line 314),Loop at line 314 builds strings through repeated concatenation.
src\test\java\org\json\junit\Util.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,checkJSONObjectMaps (line 137),Loop at line 137 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\Util.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 30,Loop at line 30 is nested at depth 2 and also performs repeated lookup or transformation work.
src\test\java\org\json\junit\Util.java,True,Medium,Medium,algorithmic-waste,Nested loop with repeated lookup work,line 48,Loop at line 48 is nested at depth 2 and also performs repeated lookup or transformation work.
